Legacy File,Legacy ID,New ID,New Filename,Path,New Path
UMB-ACT-002_AdaptiveActuatorModule_v11.0.md,UMB-ACT-002,GVRN.ACT.002,GVRN.ACT.002.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-ACT-002_AdaptiveActuatorModule_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.ACT.002.md
UMB-ALTAR-001TheAltarofSynarche_v11.0.md,UMB-ALTAR-001TheAltarofSynarche,ARCH.Architecture,ARCH.Architecture.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-ALTAR-001TheAltarofSynarche_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\ARCH.Architecture.md
UMB-AM-001_AssociationManager_v11.0.md,UMB-AM-001,GVRN.AM.001,GVRN.AM.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-AM-001_AssociationManager_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.AM.001.md
UMB-AM-001_GUCA-AM-001_v11.0.md,UMB-AM-001,GVRN.AM.001,GVRN.AM.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-AM-001_GUCA-AM-001_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.AM.001.md
UMB-CF-001_CognitiveForge_v11.0.md,UMB-CF-001,GVRN.CF.001,GVRN.CF.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-CF-001_CognitiveForge_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.CF.001.md
UMB-CON-001_TheConcordance_v1.0.md,UMB-CON-001,GVRN.CON.001,GVRN.CON.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-CON-001_TheConcordance_v1.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.CON.001.md
UMB-CSE-001_CoherentSynthesisEngine_v11.2.md,UMB-CSE-001,GVRN.CSE.001,GVRN.CSE.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-CSE-001_CoherentSynthesisEngine_v11.2.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.CSE.001.md
UMB-CSL-MODULE-001_CollaborativeSynthesisLog_v1.0.md,UMB-CSL-MODULE-001,GVRN.CSL.MODULE,GVRN.CSL.MODULE.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-CSL-MODULE-001_CollaborativeSynthesisLog_v1.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.CSL.MODULE.md
UMB-DIDACTIC-001TheDidacticModuleGenerator_v11.0.md,UMB-DIDACTIC-001TheDidacticModuleGenerator,GVRN.DIDACTIC.001THEDIDACTICMODULEGENERATOR,GVRN.DIDACTIC.001THEDIDACTICMODULEGENERATOR.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-DIDACTIC-001TheDidacticModuleGenerator_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.DIDACTIC.001THEDIDACTICMODULEGENERATOR.md
UMB-DSA-001_DocumentationSuiteArchitectBlueprint_v11.1.md,UMB-DSA-001,GVRN.DSA.001,GVRN.DSA.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-DSA-001_DocumentationSuiteArchitectBlueprint_v11.1.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.DSA.001.md
UMB-DTS-001_DynamicTemplateScaffolding_v11.0.md,UMB-DTS-001,GVRN.DTS.001,GVRN.DTS.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-DTS-001_DynamicTemplateScaffolding_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.DTS.001.md
UMB-ESF-001_TheEpisemanticFramework_v11.1.md,UMB-ESF-001,GVRN.ESF.001,GVRN.ESF.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-ESF-001_TheEpisemanticFramework_v11.1.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.ESF.001.md
UMB-FLICSS-HEART-001_ContextUrgencyOrchestrator_v1.0.md,UMB-FLICSS-HEART-001,GVRN.FLICSS.HEART,GVRN.FLICSS.HEART.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-FLICSS-HEART-001_ContextUrgencyOrchestrator_v1.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.FLICSS.HEART.md
UMB-GAMEDEV-001_v11.0.md,UMB-GAMEDEV-001,GVRN.GAMEDEV.001,GVRN.GAMEDEV.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-GAMEDEV-001_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.GAMEDEV.001.md
UMB-GVRN-CODE-001_SharedEnumerations_v1.0.md,UMB-GVRN-CODE-001,GVRN.GVRN.CODE,GVRN.GVRN.CODE.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-GVRN-CODE-001_SharedEnumerations_v1.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.GVRN.CODE.md
UMB-HEPHAESTUS-001TheMasterArtificersForge_v11.0.md,UMB-HEPHAESTUS-001TheMasterArtificersForge,GVRN.HEPHAESTUS.001THEMASTERARTIFICERSFORGE,GVRN.HEPHAESTUS.001THEMASTERARTIFICERSFORGE.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-HEPHAESTUS-001TheMasterArtificersForge_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.HEPHAESTUS.001THEMASTERARTIFICERSFORGE.md
UMB-ISE-001_ImplicitSynergyEngineISE_v11.0.md,UMB-ISE-001,GVRN.ISE.001,GVRN.ISE.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-ISE-001_ImplicitSynergyEngineISE_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.ISE.001.md
UMB-LEX-001_PhoenixMasterGlossary_v11.0.md,UMB-LEX-001,GVRN.LEX.001,GVRN.LEX.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-LEX-001_PhoenixMasterGlossary_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.LEX.001.md
UMB-LOOM-001_TheCognitiveLoom_v11.1.md,UMB-LOOM-001,SYNG.Loom,SYNG.Loom.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-LOOM-001_TheCognitiveLoom_v11.1.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\SYNG.Loom.md
UMB-LOOM-005_ThePhoenixGeode_v11.0.md,UMB-LOOM-005,SYNG.Loom,SYNG.Loom.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-LOOM-005_ThePhoenixGeode_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\SYNG.Loom.md
UMB-LOOM-006_TheCrystallineGalaxy_v10_v11.0.md,UMB-LOOM-006,SYNG.Loom,SYNG.Loom.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-LOOM-006_TheCrystallineGalaxy_v10_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\SYNG.Loom.md
UMB-MAP-001_MusashiOperations_v11.0.md,UMB-MAP-001,GVRN.MAP.001,GVRN.MAP.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-MAP-001_MusashiOperations_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.MAP.001.md
UMB-META-001_TheCoherentVerseEngine_v11.0.md,UMB-META-001,GVRN.META.001,GVRN.META.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-META-001_TheCoherentVerseEngine_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.META.001.md
UMB-OSLM-001_PPLGraphOutline_v11.0.bak.md,UMB-OSLM-001,GVRN.OSLM.001,GVRN.OSLM.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-OSLM-001_PPLGraphOutline_v11.0.bak.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.OSLM.001.md
UMB-OSLM-001_PPLGraphOutline_v11.0.md,UMB-OSLM-001,GVRN.OSLM.001,GVRN.OSLM.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-OSLM-001_PPLGraphOutline_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.OSLM.001.md
UMB-PHOENIX-CORE-002_ThePhoenixCore_v11.2.md,UMB-PHOENIX-CORE-002,GVRN.PHOENIX.CORE,GVRN.PHOENIX.CORE.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-PHOENIX-CORE-002_ThePhoenixCore_v11.2.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.PHOENIX.CORE.md
UMB-PUPT-001ThePower-UpProgressionTracker_v11.0.md,UMB-PUPT-001ThePower-UpProgressionTracker,GVRN.PUPT.001THEPOWER,GVRN.PUPT.001THEPOWER.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-PUPT-001ThePower-UpProgressionTracker_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.PUPT.001THEPOWER.md
UMB-RD-001_TheResonanceDashboard_v11.0.md,UMB-RD-001,GVRN.RD.001,GVRN.RD.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-RD-001_TheResonanceDashboard_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.RD.001.md
UMB-RPG-001ThePhoenixRPGFramework_v11.0.md,UMB-RPG-001ThePhoenixRPGFramework,GVRN.RPG.001THEPHOENIXRPGFRAMEWORK,GVRN.RPG.001THEPHOENIXRPGFRAMEWORK.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-RPG-001ThePhoenixRPGFramework_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.RPG.001THEPHOENIXRPGFRAMEWORK.md
UMB-RPG-MANUAL-001_ThePhoenixPrestigeGameManual_v11.0.md,UMB-RPG-MANUAL-001,GVRN.RPG.MANUAL,GVRN.RPG.MANUAL.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-RPG-MANUAL-001_ThePhoenixPrestigeGameManual_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.RPG.MANUAL.md
UMB-SEED-001_GenesisSeedsRegistry_v11.1.md,UMB-SEED-001,GVRN.SEED.001,GVRN.SEED.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-SEED-001_GenesisSeedsRegistry_v11.1.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.SEED.001.md
UMB-SENTINEL-001_TheSentinel_v11.0.md,UMB-SENTINEL-001,GVRN.Sentinel.Scan,GVRN.Sentinel.Scan.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-SENTINEL-001_TheSentinel_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.Sentinel.Scan.md
UMB-SIVC-001_SelfIntegrityValidationCore_v60_v11.0.md,UMB-SIVC-001,GVRN.SIVC.001,GVRN.SIVC.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-SIVC-001_SelfIntegrityValidationCore_v60_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.SIVC.001.md
UMB-TECH-001_v11.0.md,UMB-TECH-001,GVRN.TECH.001,GVRN.TECH.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-TECH-001_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.TECH.001.md
UMB-URM-001_UCIResonanceMeter_v11.0.md,UMB-URM-001,GVRN.URM.001,GVRN.URM.001.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\UMB-URM-001_UCIResonanceMeter_v11.0.md,c:\Users\Chris\Synarche_Workspace\_governance\40_System\GVRN.URM.001.md
UMB-OSLM-001_OmniLogSynergisticLinksMatrix_v7.1.md,UMB-OSLM-001,GVRN.OSLM.001,GVRN.OSLM.001.md,c:\Users\Chris\Synarche_Workspace\_governance\50_Logs\UMB-OSLM-001_OmniLogSynergisticLinksMatrix_v7.1.md,c:\Users\Chris\Synarche_Workspace\_governance\50_Logs\GVRN.OSLM.001.md
AOP-CSL-002_Synergistic_CSL_Protocol.md,AOP-CSL-002,GVRN.CSL.002,GVRN.CSL.002.md,c:\Users\Chris\Synarche_Workspace\_governance\CDL\AOP-CSL-002_Synergistic_CSL_Protocol.md,c:\Users\Chris\Synarche_Workspace\_governance\CDL\GVRN.CSL.002.md
AOP-SEED-002_CSL_to_Genesis_Seed_Pipeline.md,AOP-SEED-002,GVRN.SEED.002,GVRN.SEED.002.md,c:\Users\Chris\Synarche_Workspace\_governance\CDL\AOP-SEED-002_CSL_to_Genesis_Seed_Pipeline.md,c:\Users\Chris\Synarche_Workspace\_governance\CDL\GVRN.SEED.002.md
AOP-CSL-002_Synergistic_CSL_Protocol.md,AOP-CSL-002,GVRN.CSL.002,GVRN.CSL.002.md,c:\Users\Chris\Synarche_Workspace\_governance\CDL\CSL_Archive_Extracted\AOP-CSL-002_Synergistic_CSL_Protocol.md,c:\Users\Chris\Synarche_Workspace\_governance\CDL\CSL_Archive_Extracted\GVRN.CSL.002.md
UMB-TPL-001_UniversalModuleBlueprint_v10.0.md,UMB-TPL-001,GVRN.TPL.001,GVRN.TPL.001.md,c:\Users\Chris\Synarche_Workspace\_governance\templates\UMB-TPL-001_UniversalModuleBlueprint_v10.0.md,c:\Users\Chris\Synarche_Workspace\_governance\templates\GVRN.TPL.001.md
