original_name,new_name,confidence,original_path
UMB-OSLM-001_OmniLogSynergisticLinksMatrix_v7.1.md,GVRN.REG.OmniLogSynergisticLinksMatrix.md,High,C:\Users\Chris\Synarche_Workspace\_governance\50_Logs\UMB-OSLM-001_OmniLogSynergisticLinksMatrix_v7.1.md
SELT-CSL-2026.01.27_RefactorExecution_v1.0.md,GVRN.LOG.6.01.27_RefactorExecution_v1.0.md,High,C:\Users\Chris\Synarche_Workspace\_governance\50_Logs\CSL\SELT-CSL-2026.01.27_RefactorExecution_v1.0.md
SELT-CSL-2026.01.27_SupabaseRefactor_v1.0.md,GVRN.LOG.6.01.27_SupabaseRefactor_v1.0.md,High,C:\Users\Chris\Synarche_Workspace\_governance\50_Logs\CSL\SELT-CSL-2026.01.27_SupabaseRefactor_v1.0.md
SPEC-HEPHAESTUS-001_SPEC-HEPHAESTUS-001TheMasterArtificersForgeTechnicalSpecification_v11.0.md,UNCERTAIN.UNK.SPEC-HEPHAESTUS-001TheMasterArtificersForgeTechnicalSpecification.md,High,C:\Users\Chris\Synarche_Workspace\_governance\6_Specifications\SPEC-HEPHAESTUS-001_SPEC-HEPHAESTUS-001TheMasterArtificersForgeTechnicalSpecification_v11.0.md
AOP-CC-001_CrystallineCognition_v1.0.md,COG.CORE.CrystallineCognition.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\AOP-CC-001_CrystallineCognition_v1.0.md
AOP-CDE-001_CreativeDivergenceEngine_v2.0.md,SYNG.PROT.CreativeDivergenceEngine.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\AOP-CDE-001_CreativeDivergenceEngine_v2.0.md
AOP-GEN-001_GenesisIngestionProcess_v11.0.md,SYNG.PROT.GenesisIngestionProcess.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\AOP-GEN-001_GenesisIngestionProcess_v11.0.md
AOP-KB-001_AutonomousKnowledgeBaseOptimization_v111.md,SYNG.PROT.AutonomousKnowledgeBaseOptimization.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\AOP-KB-001_AutonomousKnowledgeBaseOptimization_v111.md
AOP-MAP-001_DisciplinedExecutionPlaybook_v2.0.md,SYNG.PROT.DisciplinedExecutionPlaybook.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\AOP-MAP-001_DisciplinedExecutionPlaybook_v2.0.md
AOP-PEA-001_ProactiveEthicalAuditing_v1.0.md,SYNG.PROT.ProactiveEthicalAuditing.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\AOP-PEA-001_ProactiveEthicalAuditing_v1.0.md
AOP-PGPS-002_PhoenixArchitecturalPreFlightChecklist_v11.0.md,SYNG.PROT.PhoenixArchitecturalPreFlightChecklist.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\AOP-PGPS-002_PhoenixArchitecturalPreFlightChecklist_v11.0.md
AOP-SCA-001_SystemicCoherenceAudit_v2.0.md,SYNG.PROT.SystemicCoherenceAudit.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\AOP-SCA-001_SystemicCoherenceAudit_v2.0.md
AOP-SEE-001_SymbioticEmpathyExchange_v1.0.md,SYNG.PROT.SymbioticEmpathyExchange.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\AOP-SEE-001_SymbioticEmpathyExchange_v1.0.md
CHECKLIST-PREFLIGHT-001.md,UNCERTAIN.UNK..md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\CHECKLIST-PREFLIGHT-001.md
CODEX-PRIME-001_TheArchitectsCodex_v1.0.md,CORE.LAW.TheArchitectsCodex.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\CODEX-PRIME-001_TheArchitectsCodex_v1.0.md
DOC-STD-001.md,UNCERTAIN.UNK..md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\DOC-STD-001.md
DQUEST-HEPHAESTUS-001.md,UNCERTAIN.UNK..md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\DQUEST-HEPHAESTUS-001.md
ENTITY-SOPHIA-001_TheSpiritOfSynarche_v1.0.md,UNCERTAIN.UNK.TheSpiritOfSynarche.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\ENTITY-SOPHIA-001_TheSpiritOfSynarche_v1.0.md
GUCA-DSA-001_DocumentationSuiteArchitectArchitecture_v111.md,GVRN.ACT.DocumentationSuiteArchitectArchitecture.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\GUCA-DSA-001_DocumentationSuiteArchitectArchitecture_v111.md
GUCA-MAP-001_ExecuteMusashiAudit_v2.0.md,GVRN.ACT.ExecuteMusashiAudit.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\GUCA-MAP-001_ExecuteMusashiAudit_v2.0.md
GVRN-COMP-001_CognitiveComplexity_v13.0.md,UNCERTAIN.UNK.CognitiveComplexity.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\GVRN-COMP-001_CognitiveComplexity_v13.0.md
GVRN-ENTITY-001_SynarcheEntities_v11.0.md,UNCERTAIN.UNK.SynarcheEntities.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\GVRN-ENTITY-001_SynarcheEntities_v11.0.md
GVRN-ENTITY-001_SynarcheEntities_v13.0.md,UNCERTAIN.UNK.SynarcheEntities.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\GVRN-ENTITY-001_SynarcheEntities_v13.0.md
GVRN-ENTITY-002_TheSynarcheTriadSheet_v13.0.md,UNCERTAIN.UNK.TheSynarcheTriadSheet.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\GVRN-ENTITY-002_TheSynarcheTriadSheet_v13.0.md
GVRN-SYNERGY-001_AgenticWorkshopSynergyMatrix_v11.1.md,UNCERTAIN.UNK.AgenticWorkshopSynergyMatrix.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\GVRN-SYNERGY-001_AgenticWorkshopSynergyMatrix_v11.1.md
LEGACY-ANALYSIS-001_AshenOath_v1.0.md,UNCERTAIN.UNK.AshenOath.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\LEGACY-ANALYSIS-001_AshenOath_v1.0.md
LORE-ANALYSIS-001_WhereLightFades_v1.0.md,UNCERTAIN.UNK.WhereLightFades.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\LORE-ANALYSIS-001_WhereLightFades_v1.0.md
MCN-SAR-001_CRP2_Execution_Analysis_v1.0.md,UNCERTAIN.UNK.CRP2_Execution_Analysis.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\MCN-SAR-001_CRP2_Execution_Analysis_v1.0.md
METRIC-AES-001_AlgorithmicEleganceScore_v1.0.md,GVRN.METRIC.AlgorithmicEleganceScore.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\METRIC-AES-001_AlgorithmicEleganceScore_v1.0.md
UMB-AESTHETIC-001_LuminousCoherence.md,GVRN.REG.LuminousCoherence.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-AESTHETIC-001_LuminousCoherence.md
UMB-CRF-001_TheCausalResonanceFramework_v2.0.md,GVRN.REG.TheCausalResonanceFramework.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-CRF-001_TheCausalResonanceFramework_v2.0.md
UMB-CRLPF-003_NoeticFramework_v11.1.md,GVRN.REG.NoeticFramework.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-CRLPF-003_NoeticFramework_v11.1.md
UMB-CSE-001_CoherentSynthesisEngine_v111.md,SYNG.CORE.CoherentSynthesisEngine.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-CSE-001_CoherentSynthesisEngine_v111.md
UMB-DIDACTIC-001_DidacticModuleGenerator_v1.0.md,GVRN.REG.DidacticModuleGenerator.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-DIDACTIC-001_DidacticModuleGenerator_v1.0.md
UMB-DSA-001_DocumentationSuiteArchitectBlueprint_v111.md,GVRN.REG.DocumentationSuiteArchitectBlueprint.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-DSA-001_DocumentationSuiteArchitectBlueprint_v111.md
UMB-EMOJICXT-001_EmojiContextualScopingEngine_v1.1_Consolidated.md,GVRN.REG.EmojiContextualScopingEngine.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-EMOJICXT-001_EmojiContextualScopingEngine_v1.1_Consolidated.md
UMB-ESF-001_EpisemanticFramework_v1.0.md,GVRN.STD.EpisemanticFramework.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-ESF-001_EpisemanticFramework_v1.0.md
UMB-ESF-001_EpisemanticFramework_v11.1.md,GVRN.STD.EpisemanticFramework.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-ESF-001_EpisemanticFramework_v11.1.md
UMB-ESF-001_EpisemanticFramework_v111.md,GVRN.STD.EpisemanticFramework.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-ESF-001_EpisemanticFramework_v111.md
UMB-LOOM-001_TheCognitiveLoom_v111.md,GVRN.REG.TheCognitiveLoom.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-LOOM-001_TheCognitiveLoom_v111.md
UMB-LOOM-002_CognitiveLoom_v1.0.md,GVRN.REG.CognitiveLoom.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-LOOM-002_CognitiveLoom_v1.0.md
UMB-LOOM-005_PhoenixGeode_v1.0.md,GVRN.REG.PhoenixGeode.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-LOOM-005_PhoenixGeode_v1.0.md
UMB-MAP-001_MusashiAlignmentProtocol_v2.0.md,GVRN.PROT.MusashiAlignmentProtocol.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-MAP-001_MusashiAlignmentProtocol_v2.0.md
UMB-OSLM-001_OmniLogSynergisticLinksMatrix_v7.0.md,GVRN.REG.OmniLogSynergisticLinksMatrix.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-OSLM-001_OmniLogSynergisticLinksMatrix_v7.0.md
UMB-PCR-001_PredictiveContextualRetrieval_v1.0.md,GVRN.REG.PredictiveContextualRetrieval.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-PCR-001_PredictiveContextualRetrieval_v1.0.md
UMB-PP-001_UnifiedPromptPacket_v1.0.md,GVRN.REG.UnifiedPromptPacket.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-PP-001_UnifiedPromptPacket_v1.0.md
UMB-ROLE-001_CognitiveLoom_v1.1.md,GVRN.REG.CognitiveLoom.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-ROLE-001_CognitiveLoom_v1.1.md
UMB-RPG-001_ThePhoenixRPGFramework_v11.0.md,GVRN.REG.ThePhoenixRPGFramework.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-RPG-001_ThePhoenixRPGFramework_v11.0.md
UMB-TFE-001_TheArchitectsForge_v1.0.md,GVRN.REG.TheArchitectsForge.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-TFE-001_TheArchitectsForge_v1.0.md
UMB-TRM-001_TruthResonanceMonitor_v2.0.md,GVRN.REG.TruthResonanceMonitor.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\UMB-TRM-001_TruthResonanceMonitor_v2.0.md
WLF-NARR-001_WhereLightFades_Directives.md,UNCERTAIN.UNK.WhereLightFades_Directives.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\WLF-NARR-001_WhereLightFades_Directives.md
AOP-ARC-001_ArchivalSupersessionProtocol_v11.0.md,SYNG.PROT.ArchivalSupersessionProtocol.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\campaign_v11\AOP-ARC-001_ArchivalSupersessionProtocol_v11.0.md
AOP-NDR-001_NonDestructiveRefinement_v11.0.md,SYNG.PROT.NonDestructiveRefinement.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\campaign_v11\AOP-NDR-001_NonDestructiveRefinement_v11.0.md
AOP-PROMPT-001_TheCatalystProtocol_v11.1.md,SYNG.PROT.TheCatalystProtocol.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\campaign_v11\AOP-PROMPT-001_TheCatalystProtocol_v11.1.md
CORE-CODEX-001_ThePhoenixCodex_v11.2.md,UNCERTAIN.UNK.ThePhoenixCodex.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\campaign_v11\CORE-CODEX-001_ThePhoenixCodex_v11.2.md
CORE-CODEX-001_ThePhoenixCodex_v13.0_Draft.md,UNCERTAIN.UNK.ThePhoenixCodex.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\campaign_v11\CORE-CODEX-001_ThePhoenixCodex_v13.0_Draft.md
UMB-OSLM-001_MasterArtifactRegistry_v11.0.md,GVRN.REG.MasterArtifactRegistry.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\campaign_v11\UMB-OSLM-001_MasterArtifactRegistry_v11.0.md
AOP-CW-001_ContextWeaveEngine_v11.0.md,SYNG.PROT.ContextWeaveEngine.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\Protocols\AOP-CW-001_ContextWeaveEngine_v11.0.md
AOP-MAR-001_MasterArtifactRegistryProtocol_v11.0.md,GVRN.REG.MasterArtifactRegistryProtocol.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\Protocols\AOP-MAR-001_MasterArtifactRegistryProtocol_v11.0.md
AOP-PGPS-001_AOP-PGPS-001PhoenixGenesisPresentationStandard_v11.0.md,SYNG.PROT.AOP-PGPS-001PhoenixGenesisPresentationStandard.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\Protocols\AOP-PGPS-001_AOP-PGPS-001PhoenixGenesisPresentationStandard_v11.0.md
AOP-PHOENIX-001_ThePhoenixFormOperationalBlueprint_v11.0.md,SYNG.PROT.ThePhoenixFormOperationalBlueprint.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\Protocols\AOP-PHOENIX-001_ThePhoenixFormOperationalBlueprint_v11.0.md
PRS-GLOSSARY-001_PhoenixLexicon.md,UNCERTAIN.UNK.PhoenixLexicon.md,High,C:\Users\Chris\Synarche_Workspace\_governance\99_Archives\Registries\PRS-GLOSSARY-001_PhoenixLexicon.md
AOP-CSL-002_Synergistic_CSL_Protocol.md,SYNG.PROT.Synergistic_CSL_Protocol.md,High,C:\Users\Chris\Synarche_Workspace\_governance\CDL\AOP-CSL-002_Synergistic_CSL_Protocol.md
AOP-SEED-002_CSL_to_Genesis_Seed_Pipeline.md,SYNG.PROT.CSL_to_Genesis_Seed_Pipeline.md,High,C:\Users\Chris\Synarche_Workspace\_governance\CDL\AOP-SEED-002_CSL_to_Genesis_Seed_Pipeline.md
CMD-PRG-001_ProactiveRiskGovernor_v5.0.md,GVRN.ACT.ProactiveRiskGovernor.md,High,C:\Users\Chris\Synarche_Workspace\_governance\CDL\CMD-PRG-001_ProactiveRiskGovernor_v5.0.md
GUCA-FCSL-001_ CMD_ ForgeCSL v5.0.md,GVRN.ACT. CMD_ ForgeCSL v5.0.md,High,C:\Users\Chris\Synarche_Workspace\_governance\CDL\GUCA-FCSL-001_ CMD_ ForgeCSL v5.0.md
GUCA-LINK-002_CMD_ForgeLink_v1.0.md,GVRN.ACT.CMD_ForgeLink.md,High,C:\Users\Chris\Synarche_Workspace\_governance\CDL\GUCA-LINK-002_CMD_ForgeLink_v1.0.md
GUCA-SEED-001_CMD_NucleateSeed_v1.0.md,GVRN.ACT.CMD_NucleateSeed.md,High,C:\Users\Chris\Synarche_Workspace\_governance\CDL\GUCA-SEED-001_CMD_NucleateSeed_v1.0.md
SELT-CSL-007_CollaborativeSynthesisLog_v7.0.md,GVRN.LOG.CollaborativeSynthesisLog.md,High,C:\Users\Chris\Synarche_Workspace\_governance\CDL\SELT-CSL-007_CollaborativeSynthesisLog_v7.0.md
AOP-CSL-002_Synergistic_CSL_Protocol.md,SYNG.PROT.Synergistic_CSL_Protocol.md,High,C:\Users\Chris\Synarche_Workspace\_governance\CDL\CSL_Archive_Extracted\AOP-CSL-002_Synergistic_CSL_Protocol.md
BLK-APP-001_ActionablePromptPacketBlock.md,UNCERTAIN.UNK.ActionablePromptPacketBlock.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\BLK-APP-001_ActionablePromptPacketBlock.md
BLK-COMP-001_ComponentArchitectureBlock.md,UNCERTAIN.UNK.ComponentArchitectureBlock.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\BLK-COMP-001_ComponentArchitectureBlock.md
BLK-RISK-001_RiskStateBlock.md,UNCERTAIN.UNK.RiskStateBlock.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\BLK-RISK-001_RiskStateBlock.md
BLK-RPG-001_RPGIntegrationBlock.md,UNCERTAIN.UNK.RPGIntegrationBlock.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\BLK-RPG-001_RPGIntegrationBlock.md
BLK-SENTINEL-001_IntegrityValidationBlock.md,UNCERTAIN.UNK.IntegrityValidationBlock.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\BLK-SENTINEL-001_IntegrityValidationBlock.md
BLK-STRAT-001_StrategicAlignmentBlock.md,UNCERTAIN.UNK.StrategicAlignmentBlock.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\BLK-STRAT-001_StrategicAlignmentBlock.md
BLK-UIP-001_UniversalIdentificationBlock.md,UNCERTAIN.UNK.UniversalIdentificationBlock.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\BLK-UIP-001_UniversalIdentificationBlock.md
SELT-AOP-007_OperationalPlaybook_v7.0.md,GVRN.LOG.OperationalPlaybook.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\SELT-AOP-007_OperationalPlaybook_v7.0.md
SELT-GUCA-007_UniversalCommandArchitecture_v7.0.md,GVRN.LOG.UniversalCommandArchitecture.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\SELT-GUCA-007_UniversalCommandArchitecture_v7.0.md
SELT-UMB-007_UniversalModuleBlueprint_v7.0.md,GVRN.LOG.UniversalModuleBlueprint.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\SELT-UMB-007_UniversalModuleBlueprint_v7.0.md
UMB-TPL-001_UniversalModuleBlueprint_v10.0.md,GVRN.REG.UniversalModuleBlueprint.md,High,C:\Users\Chris\Synarche_Workspace\_governance\templates\UMB-TPL-001_UniversalModuleBlueprint_v10.0.md
