artifact_id,category,name,status,version,semantic_anchors,tags,content_shard,path
WLF-WRLD-006_FortressLibrary_v1.0,2. World & Setting,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] This document defines the Fortress Library, a key lore-discovery location within the Order's stronghold. The Fortress Library is the primary repository of sanctioned Knowledge and ""Restricted Truths"" regarding the Age of Eldoria. - **Chronicles of the White Flame**: Official Order history. - **The Eldrin Codices (Restricted)**: Sanitized accounts of the first wielder's research.",2. World & Setting\WLF-WRLD-006_FortressLibrary_v1.0.md
WLF-WRLD-010_AshenWastes_v1.0,2. World & Setting,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the Ashen Wastes, a vast, desolate landscape south of the Spine of Despair. - **Description**: A vast, ash-covered landscape characterized by cracked earth and wind-sculpted dunes. The sky is perpetually choked with grit, carrying a distinct metallic tang. - **Key Feature**: The **Weeping River** flows through the region, its waters grey and heavy with silt. - **Environmental Theme**: Symbolizes loss and the physical entropy of the world.",2. World & Setting\WLF-WRLD-010_AshenWastes_v1.0.md
WLF-WRLD-011_FortressOfLight_v1.0,2. World & Setting,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the Fortress of Light, the primary stronghold of the Order of the White Flame. Situated on a high plateau overlooking the Northern Marches, the Fortress is an imposing structure of white stone. While it once stood as a symbol of hope, its atmosphere has become increasingly oppressive and clinical. - **[Hallowed Chapel](file:///2.%20World%20&%20Setting/Locations/WLF-WRLD-012_HallowedChapel_v1.0.md)**: The spiritual heart, containing the display for the [Hand of Purity](file:///Docs/WLF-DOC-009_ConceptualAnchors_v1.0.md). - **[Fortress Library](file:///2.%20World%20&%20Setting/WLF-WRLD-006_FortressLibrary_v1.0.md)**: Repository of restricted Eldorian lore.",2. World & Setting\WLF-WRLD-011_FortressOfLight_v1.0.md
WLF-WRLD-012_HallowedChapel_v1.0,2. World & Setting,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the Hallowed Chapel, the spiritual center within the Fortress of Light. A grand structure of vaulted stone and [Cracked Stained Glass](file:///Docs/WLF-LORE-001_LoreBible_v1.0.md). The chapel is dominated by an altar that formerly housed the **Hand of Purity**. - **The empty display**: Represents the Order's loss of original power and their transition to ""Imitation"" relics like the Hand of Light. - **Fractured Glass**: The heroes depicted in the windows are increasingly obscured by spiderweb cracks, mirroring the shattering of the current era.",2. World & Setting\WLF-WRLD-012_HallowedChapel_v1.0.md
WLF-WRLD-013_Oakhaven_v1.0,2. World & Setting,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines Oakhaven, the village central to the ""Shadow Embraced"" event and the start of Valerius's tactical deception. A remote village in the Northern Marches, once centered around an ancient, sacred oak. It is now the **Heart of the Blight**, where the Great Oak—a symbol of life and nexus of the region's Heartstone power—was twisted into a profane altar for a dark ritual. - **The Bloody Meadows**: A once-verdant field northwest of the village, now a primary hunting ground for Blight Ghouls and the site of localized cultist activity. - **The Shadowed Vale**: A narrow ravine characterized by thick, unnatural fog and home to the invisible **Mist-Stalkers**.",2. World & Setting\WLF-WRLD-013_Oakhaven_v1.0.md
WLF-WRLD-014_RuinsOfEldoria_v1.0,2. World & Setting,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the Ruins of Eldoria, the remains of the advanced civilization that preceded the Great Sundering. Located west of the Spine of Despair, Eldoria consists of broken walls, crumbling towers, and cyclopean architecture that defies current building techniques. - **Ancient Artifacts**: Site of [Lost Knowledge](file:///1.%20Core%20Concepts%20&%20Themes/Themes/WLF-THEM-019_LostKnowledge_v1.0.md) and Eldorian machinery. - **The Blue Stone Sources**: Potential locations for finding Twin Shards.",2. World & Setting\WLF-WRLD-014_RuinsOfEldoria_v1.0.md
WLF-WRLD-015_SpineOfDespair_v1.0,2. World & Setting,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the Spine of Despair, the primary north-south mountain range of the Shattered Lands. A formidable range of volcanic rock and obsidian crags. The mountains are riddled with deep fissures and shadowed valleys that rarely see the ""Light."" - **Barrier**: Divides the [Ashen Wastes](file:///2.%20World%20&%20Setting/Locations/WLF-WRLD-010_AshenWastes_v1.0.md) from the [Whisperwood](file:///2.%20World%20&%20Setting/Locations/WLF-WRLD-017_Whisperwood_v1.0.md). - **The Source**: Headwaters of the Weeping River.",2. World & Setting\WLF-WRLD-015_SpineOfDespair_v1.0.md
WLF-WRLD-016_WhisperingStones_v1.0,2. World & Setting,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the Whispering Stones, the ancient site where the boundaries between the physical world and the Shadow Realm are thinnest. A circle of massive, weathered stones etched with swirling patterns and distorted faces. The stones hum with a low vibration that interacts with the wind to create literal human-like whispers. - **Eldrin's Fall**: The site of the ritual that corrupted the first wielder. - **The Genesis of Heartstones**: Legend states the first stones were discovered here after the Great Sundering.",2. World & Setting\WLF-WRLD-016_WhisperingStones_v1.0.md
WLF-WRLD-017_Whisperwood_v1.0,2. World & Setting,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the Whisperwood, the vast, ancient forest east of the Spine of Despair. A dense, ancient forest dominated by [Gloomwood Trees](file:///2.%20World%20&%20Setting/WLF-WRLD-005_CorruptedFlora_v1.0.md). The canopy is so thick that daylight rarely reaches the floor, creating an area of perpetual twilight. - **Deep Whisperwood**: Hides the circle of [Whispering Stones](file:///2.%20World%20&%20Setting/Locations/WLF-WRLD-016_WhisperingStones_v1.0.md). - **The Silent Expanse**: A section of the forest where even the wind fails to make sound.",2. World & Setting\WLF-WRLD-017_Whisperwood_v1.0.md
WLF-LORE-INDEX,"3. History, Lore, & Mythology",[CANON] Historical Ages & Prophecy,ACTIVE,v15.0 [OMEGA],PART_OF: WLF-ROOT-001,index; history-lore; nexus,- **[WLF-LORE-010 Timeline](./WLF-LORE-010_Timeline_v1.0.md)**: The absolute chronological anchor. - **[WLF-LORE-014 The Great Sundering](./WLF-LORE-014_TheGreatSundering_v1.0.md)**: The primal trauma. - **[WLF-LORE-015 Eldrin's Fall](./WLF-LORE-015_EldrinsFall_v1.0.md)**: The institutional secret. - **[WLF-LORE-017 The Prophecy](./WLF-LORE-017_TheProphecy_v1.0.md)**: The deterministic blueprint. - **[WLF-LORE-018 The Cover-Up](./WLF-LORE-018_TheCoverUp_v1.0.md)**: The logic of silence.,"3. History, Lore, & Mythology\README.md"
WLF-LORE-010_Timeline_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the chronological sequence of major eras and events within the ""Where Light Fades"" universe. - **[WLF-LORE-013 Dawn Age](file:///3.%20History,%20Lore,%20&%20Mythology/Eras_Events/WLF-LORE-013_DawnAge_v1.0.md)**: Cosmic battle of light vs. darkness forms the world. - **[WLF-LORE-011 Age of Eldoria](file:///3.%20History,%20Lore,%20&%20Mythology/Eras_Events/WLF-LORE-011_AgeOfEldoria_v1.0.md)**: Advanced civilization arises; creation of the Heartstone Network. - **The Great Sundering**: Cataclysmic collapse of Eldoria and the fracturing of the continent.","3. History, Lore, & Mythology\WLF-LORE-010_Timeline_v1.0.md"
WLF-LORE-011_AgeOfEldoria_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!IMPORTANT] > **Hephaestus Engine ID**: `LORE-ERA-002` > **Causal Role**: The Lost Golden Age / The Source of the Schism > **Resonance Check**: v11.0 (Harmonized) > **""They did not fear the dark, for they had not yet forgotten the light.""**","3. History, Lore, & Mythology\WLF-LORE-011_AgeOfEldoria_v1.0.md"
WLF-LORE-012_AgeOfTheWhiteFlame_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the Age of the White Flame, the era of post-Sundering recovery and the rise of the Order. Following the Great Sundering, the survivors organized around the teachings of the **Elders**, forming the Order of the White Flame. This era is defined by the rigid suppression of Eldorian history and the outlawing of dark magic. - **The Fortress of Light**: Built as the central bastion against the encroaching darkness. - **Dogma over Knowledge**: The decision to ""Seal"" dangerous truths to prevent a second Sundering.","3. History, Lore, & Mythology\WLF-LORE-012_AgeOfTheWhiteFlame_v1.0.md"
WLF-LORE-013_DawnAge_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document defines the Dawn Age, the mythological origin of the ""Where Light Fades"" universe. The Dawn Age is the era of the **Primordial Schism**, a cosmic battle between the forces of absolute Light and absolute Nyx. The ""Shattered Lands"" are believed to be the cooling embers of this confrontation. - **The First Resonance**: The moment consciousness emerged from the clash. - **The Shards of Origin**: Theoretical cosmic seeds that the Eldorians later refined into Heartstones.","3. History, Lore, & Mythology\WLF-LORE-013_DawnAge_v1.0.md"
WLF-LORE-014_TheGreatSundering_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!CAUTION] > **Hephaestus Engine ID**: `LORE-ERA-003` > **Causal Role**: The Great Cataclysm / The Fracturing > **Resonance Check**: v11.0 (Harmonized) > **""The earth did not just break; it screamed. And the silence that followed was worse than the sound.""**","3. History, Lore, & Mythology\WLF-LORE-014_TheGreatSundering_v1.0.md"
WLF-LORE-015_EldrinsFall_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!IMPORTANT] > **Hephaestus Engine ID**: `LORE-EVENT-004` > **Narrative Role**: The Inciting Incident / The Original Sin > **Resonance Check**: v11.0 (Harmonized) In the wake of the **Great Sundering**, the Order fought a losing war against **Nyx**.","3. History, Lore, & Mythology\WLF-LORE-015_EldrinsFall_v1.0.md"
WLF-LORE-016_TheSacrifice_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!CAUTION] > **Narrative Spoiler**: This document details the central moral fulcrum of the Act III climax. The ""Sacrifice"" is the central moral fulcrum of Act III. It is the seemingly inevitable conclusion derived from the **Order's Misinterpretation** of the Prophecy (Path A: Doom). It represents a desperate attempt to ""bind the shadow anew"" through stasis and imprisonment rather than transformation. The trio uncovers the full truth of the **Hamlet Calamity**: Eldrin was not ""executed"" for heresy, but was the lead Paladin in a **Sanctioned Containment Ritual**. This was a calculated gamble by the High Council to bind the Shadow Self into *Oathbringer* because they lacked the power to destroy it. Eldrin became the ""Living Seal,"" trapped eternally to anchor the entity. The logic is brutal","3. History, Lore, & Mythology\WLF-LORE-016_TheSacrifice_v1.0.md"
WLF-LORE-017_TheProphecy_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!IMPORTANT] > The Prophecy is a dual-meaning text. Its power lies in its profound ambiguity, driving characters toward tragic conclusions through misinterpretation. ""A warrior wielding a blade both blessed and cursed... the **Sundered Paladin**... who will face a critical choice: to bind the shadow anew or unleash the eternal night. The **Shadow's Shard** seeks to break free from its prison... and the vessel must be broken by grief to ensure the embrace."" ""...When the Heart sleeps... the **Shepherd**... calls the flock to... the **flame devoured**... To silence the echoes... the **shadow must be... embraced...** or... **chained anew** by one who carries both light and..."" ""...**Kaelen of the First Dawn**, once a beacon of light, now a vessel of shadow. His heart, once pure, now echoes w","3. History, Lore, & Mythology\WLF-LORE-017_TheProphecy_v1.0.md"
WLF-LORE-018_TheCoverUp_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!WARNING] > **Level 5 Clearance**: Unauthorized access to this log is punishable by exile. Following the implosion of the ""Sanctioned Gamble"" at Kaelen's Hamlet, the Order of the White Flame faced an existential crisis. Exposing the truth would reveal two terrifying facts: 1. They lacked the power to destroy the Shadow Self. 2. They were willing to sacrifice their own Paladins (and their families) in failed experiments.","3. History, Lore, & Mythology\WLF-LORE-018_TheCoverUp_v1.0.md"
WLF-LORE-019_ValeriusKaelenBond_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document details the specific psychological and historical landscape of the relationship between Valerius and Kaelen, emphasizing the themes of **Guilt**, **Trauma**, and **Calculated Redemption**. In the shadow of the Calamity at his family's hamlet, amidst the scorched earth and the lingering stench of chaotic magic, Valerius found Kaelen. The boy was a hollowed-out child, clutching the dark hilt of **Oathbringer**, his mind shattered by the horror of witnessing his parents’ annihilation at the hands of a corrupted Eldrin. For Valerius, the sight was a maelstrom of conflicting emotions: - **The Burden of Guilt**: A profound, gut-wrenching remorse for failing to stop Eldrin and for his own participation in the Order's sanctioned, high-risk research.","3. History, Lore, & Mythology\WLF-LORE-019_ValeriusKaelenBond_v1.0.md"
WLF-LORE-020_Nyx_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!IMPORTANT] > **Hephaestus Engine ID**: `LORE-NYX-001` > **Narrative Role**: The Primordial Chaos / The Unraveling > **Resonance Check**: v11.0 (Harmonized) **Nyx** is not a god, demon, or physically formed entity. It is **Entropy given a hungry consciousness**—the equal and opposite of the **White Flame**.","3. History, Lore, & Mythology\WLF-LORE-020_Nyx_v1.0.md"
WLF-LORE-021_LegendWhisperingBlade_v1.0,"3. History, Lore, & Mythology",Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > **Hephaestus Engine ID**: `LORE-LEGEND-001` > **Narrative Role**: The Folk Lore / The Psychological Weight > **Resonance Check**: v11.0 (Harmonized) The **Whispering Blade** is a piece of campfire-lore and initiates' nightmare. It speaks of a weapon that does not just cut the body, but ""feeds on the secrets of the wielder.""","3. History, Lore, & Mythology\WLF-LORE-021_LegendWhisperingBlade_v1.0.md"
Cult of Nyx,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | [[Nyx]]`, `[[Valerius]]`, `[[Rituals_Cult of Nyx]]`, `[[Language_Cult of Nyx]] Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact. GVRN.Registry.Master, INDEXES, This artifact is indexed in the Master Registry.","4. Society, Cultures, & Factions\Cult of Nyx.md"
Hierarchy_Order of the White Flame,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Elders (Lyra, Borin), Master-at-Arms (Caius), Paladins, Initiates. [[Lyra]]`, `[[Borin]]`, `[[Brother Caius]]`, `[[Kaelen]]`, `[[Serafina]]`, `[[Garrett]] Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact.","4. Society, Cultures, & Factions\Hierarchy_Order of the White Flame.md"
Language_Cult of Nyx,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact. GVRN.Registry.Master, INDEXES, This artifact is indexed in the Master Registry.","4. Society, Cultures, & Factions\Language_Cult of Nyx.md"
Order of the White Flame (Secrets),"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Missing Hand of Purity, internal divisions, cover-ups. [[Order of the White Flame]]`, `[[Hand of Purity]]`, `[[Valerius]]`, `[[The Cover-Up]]`, `[[Eldrin's Fall]] Synergistic Artifact ID, Relationship Type, Synergistic Impact","4. Society, Cultures, & Factions\Order of the White Flame (Secrets).md"
Order of the White Flame,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Overview, beliefs, history, public goals. [[White Flame]]`, `[[Fortress of Light]]`, `[[Paladin Code]]`, `[[Hierarchy_Order of the White Flame]]`, `[[Rituals_Order of the White Flame]]`, `[[Order of the White Flame (Secrets)]] Synergistic Artifact ID, Relationship Type, Synergistic Impact","4. Society, Cultures, & Factions\Order of the White Flame.md"
Paladin Code,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact. GVRN.Registry.Master, INDEXES, This artifact is indexed in the Master Registry.","4. Society, Cultures, & Factions\Paladin Code.md"
WLF-SOCO-INDEX,"4. Society, Cultures, & Factions",[CANON] Order of the White Flame,ACTIVE,v15.0 [OMEGA],PART_OF: WLF-ROOT-001,index; society-culture; nexus,- **[WLF-FACT-001 Order Overview](./WLF-FACT-001_OrderOfTheWhiteFlame_v1.0.md)**: The dominant institution. - **[WLF-FACT-003 Order Hierarchy](./WLF-FACT-003_OrderHierarchy_v1.0.md)**: Ranks and roles. - **[WLF-FACT-004 Paladin Code](./WLF-FACT-004_PaladinCode_v1.0.md)**: Ethical constraints. - **[WLF-FACT-006 Order Secrets](./WLF-FACT-006_OrderSecrets_v1.0.md)**: The internal rot. - **[WLF-FACT-002 Cult Overview](./WLF-FACT-002_CultOfNyx_v1.0.md)**: The adversarial faction.,"4. Society, Cultures, & Factions\README.md"
Rituals_Cult of Nyx,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Blood rituals, chanting, summoning. [[Cult of Nyx]]`, `[[Nyx]]`, `[[Magic_Dark]] Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact.","4. Society, Cultures, & Factions\Rituals_Cult of Nyx.md"
Rituals_Order of the White Flame,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | [[Order of the White Flame]]`, `[[White Flame]] Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact. GVRN.Registry.Master, INDEXES, This artifact is indexed in the Master Registry.","4. Society, Cultures, & Factions\Rituals_Order of the White Flame.md"
WLF-FACT-001_OrderOfTheWhiteFlame_v1.0,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > **Hephaestus Engine ID**: `FACT-ORDER-001` > **Narrative Role**: The Institutional Anchor / The Facade of Order > **Resonance Check**: v11.0 (Harmonized) The **Order of the White Flame** is the primary religious and military organization in the Shattered Lands. Founded during the Age of the White Flame, its original mission was to protect the Heartstone network and safeguard Eldorian knowledge.","4. Society, Cultures, & Factions\WLF-FACT-001_OrderOfTheWhiteFlame_v1.0.md"
WLF-FACT-002_CultOfNyx_v1.0,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > **Hephaestus Engine ID**: `FACT-CULT-001` > **Narrative Role**: The Corruptive Antagonist / The Truth of the Shadow > **Resonance Check**: v11.0 (Harmonized) The **Cult of Nyx** is a decentralized shadow organization dedicated to the acceleration of the Shattering. They believe that the Order's attempt to ""light"" the world is a futile act of preservation that delays the inevitable and necessary unmaking of reality.","4. Society, Cultures, & Factions\WLF-FACT-002_CultOfNyx_v1.0.md"
WLF-FACT-003_OrderHierarchy_v1.0,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > **Hephaestus Engine ID**: `FACT-ORDER-002` > **Narrative Role**: Structural Authority / Institutional Weight > **Resonance Check**: v11.0 (Harmonized) The Order follows a rigid, vertical structure designed to control information flow and maintain absolute discipline among the ranks.","4. Society, Cultures, & Factions\WLF-FACT-003_OrderHierarchy_v1.0.md"
WLF-FACT-004_PaladinCode_v1.0,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > **Hephaestus Engine ID**: `FACT-ORDER-003` > **Narrative Role**: The Moral Compass / The Source of Guilt > **Resonance Check**: v11.0 (Harmonized) ""Let the White Flame be your judge, the Heartstone your anchor, and your oath your shield.""","4. Society, Cultures, & Factions\WLF-FACT-004_PaladinCode_v1.0.md"
WLF-FACT-005_OrderRituals_v1.0,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"The Order uses rituals to stabilize Heartstones and reinforce the ""Light Mode"" discipline of its Paladins. - A daily ceremony where Paladins focus their collective intent on the central Heartstone of a stronghold. - **Narrative Impact**: Failure of this ritual creates immediate tension and reveals the ""Reality Rot."" - The formal induction of Initiates into the Paladin ranks. - Includes a symbolic ""purging"" of past doubts.","4. Society, Cultures, & Factions\WLF-FACT-005_OrderRituals_v1.0.md"
WLF-FACT-006_OrderSecrets_v1.0,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"> [!CAUTION] > **RESTRICTED INFORMATION**: This document catalogs truths known only to the Council of Elders and certain high-level antagonists. - The original artifact has been gone for decades. The Order uses an ""Imitation"" that requires frequent blood-fueling to maintain its glow. - The Elders are not just ""dogmatic"" but actively working with Eldorian techniques that border on Nyx-resonance to maintain their power. - The truth about the first architect's corruption is hidden; it is taught as a story of ""sacrifice"" rather than ""betrayal.""","4. Society, Cultures, & Factions\WLF-FACT-006_OrderSecrets_v1.0.md"
WLF-FACT-007_NyxRituals_v1.0,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"The Cult uses rituals to weaken the fabric of reality and summon entities from the Nyx. - Using blood-soaked shards to disrupt a local Heartstone's frequency. - **Manifestation**: Creates localized ""Reality Rot"" and whispers from the void. - A ritual focused on inviting one's internal darkness to take physical form. - **Result**: Transformation into a ""Dark Mode"" entity or a corrupted abomination.","4. Society, Cultures, & Factions\WLF-FACT-007_NyxRituals_v1.0.md"
WLF-FACT-008_NyxLanguage_v1.0,"4. Society, Cultures, & Factions",Axiomatic Spine,ACTIVE,v1.0,,,"The language of Nyx is not spoken with sound, but perceived through ""Mental Resonance"" and ""Auditory Hallucinations."" It is the tongue of the Shadow Self. - **""The Void is Home.""**: Common belief in returning to non-existence. - **""Shatter/Unmake.""**: Central verbs describing their sacred work. - Hearing it causes physical nausea, temporal distortion, and a rapid increase in the [Dissonance Meter](file:///1.%20Core%20Concepts%20&%20Themes/WLF-GDD-001_TheShatteredMind_v1.0.md). ⚡ **OPERATIONALIZE**","4. Society, Cultures, & Factions\WLF-FACT-008_NyxLanguage_v1.0.md"
WLF-MAGI-INDEX,5. Magic and Power Systems,[CANON] Systems of Power,ACTIVE,v15.0 [OMEGA],PART_OF: WLF-ROOT-001,index; magic-systems; nexus,- **[WLF-MAGI-001 Magic Overview](./WLF-MAGI-001_MagicOverview_v1.0.md)**: The energetic baseline. - **[WLF-MAGI-002 Heartstones](./WLF-MAGI-002_Heartstones_v1.0.md)**: The geological nexus units. - **[WLF-MAGI-003 White Flame](./WLF-MAGI-003_WhiteFlame_v1.0.md)**: The institutional energy. - **[WLF-MAGI-004 Inner Flame](./WLF-MAGI-004_InnerFlame_v1.0.md)**: The personal resonance. - **[WLF-MAGI-009 Partial Dark Mode](./WLF-MAGI-009_PartialDarkMode_v1.0.md)**: The corrupted transcendence.,5. Magic and Power Systems\README.md
WLF-MAGI-001_MagicOverview_v1.0,5. Magic and Power Systems,Axiomatic Spine,ACTIVE,v1.0,,,"> [!IMPORTANT] > **Narrative North Star**: Magic in this world is not a force to be simply learned; it is a spiritual discipline channeled through the soul. All magic stems from the duality of the **Inner Flame** and the two cosmic forces: **The White Flame** and **Nyx**. -   **Nature**: The unique spark of identity, willpower, and goodness within every individual. It is the engine that drives all magic. -   **Function**: A strong Inner Flame acts as a clean conduit for the White Flame. A weakened or despairing flame leads to failure or opens the door to **Nyx**. -   **Dual Connection**: It is the source of Kaelen's strength but also his vulnerability to the Shadow Self.",5. Magic and Power Systems\WLF-MAGI-001_MagicOverview_v1.0.md
WLF-MAGI-002_Heartstones_v1.0,5. Magic and Power Systems,Axiomatic Spine,ACTIVE,v1.0,,,"**Heartstones** are ancient, immovable Eldorian artifacts that serve as conduits for the **White Flame**, regulating the flow of magical energy into the physical world. -   **The Stabilizers**: They maintain the natural laws (gravity, time, biological integrity) within their radius. -   **The Amplifiers**: A skilled user can draw upon a Heartstone to bolster their **Light Magic**, though this practice is now dangerous due to destabilization. -   **The Network**: They form a ley-line grid across the Shattered Lands. The collapse of one stone puts strain on the others. Following the **Great Sundering**, the network was fractured. Heartstones now exist in various states of decay, directly affecting the local environment.",5. Magic and Power Systems\WLF-MAGI-002_Heartstones_v1.0.md
WLF-MAGI-003_WhiteFlame_v1.0,5. Magic and Power Systems,Axiomatic Spine,ACTIVE,v1.0,,,"The **White Flame** is the primordial, objective source of creation, order, and life. It is the ""Sun"" to the ""Spark"" of the Inner Flame. -   **Nature**: Infinite, omnipresent, and purely benevolent. It does not have a ""will"" in the human sense, but a direction: **Preservation**. -   **Access**: Unlike wild magic, the White Flame cannot be grasped by raw power. It must be *invited* through a stable **Inner Flame**. -   **Conduits**: Paladins act as living lenses involved in focusing the White Flame into the physical world. -   **Amplifiers**: **Heartstones** ([WLF-MAGI-002](file:///c:/Users/Chris/Synarche_Workspace/where-light-fades/5.%20Magic%20and%20Power%20Systems/WLF-MAGI-002_Heartstones_v1.0.md)) serve as planetary anchors that distribute this energy to keep reality stable.",5. Magic and Power Systems\WLF-MAGI-003_WhiteFlame_v1.0.md
WLF-MAGI-004_InnerFlame_v1.0,5. Magic and Power Systems,Axiomatic Spine,ACTIVE,v1.0,,,"The **Inner Flame** represents an individual’s internal strength, resilience, and willpower. It is the ""Spark"" that allows a character to bridge the gap between their physical self and the external White Flame. -   **Function**: Magic cannot be wielded directly; it must flow through the soul. The Inner Flame determines the *quality* and *volume* of this flow. -   **Stability**: -   **Stable**: A clear mind and strong conviction allow the White Flame to pass through without resistance (Light Magic). -   **Flickering**: Fear, doubt, or exhaustion narrows the conduit, weakening magic.",5. Magic and Power Systems\WLF-MAGI-004_InnerFlame_v1.0.md
WLF-MAGI-005_LightMagic_v1.0,5. Magic and Power Systems,Axiomatic Spine,ACTIVE,v1.0,,,"Light Magic is not merely ""holy energy""; it is the controlled manifestation of the **White Flame**, channeled through a Paladin's rigid discipline and emotional stability. -   **Positive Resonance**: Hope, Courage, and Compassion widen the conduit, allowing for potent effects. -   **Negative Interference**: Fear or Rage constricts the conduit (fizzles spells) or corrupts it (invites Nyx). These practices anchor the Paladin's soul against the corruption of the world. -   **The Rite of Illumination**: The initiation ceremony where the Inner Flame is formally ""awoken"" using sacred oils and the central Chapel flame.",5. Magic and Power Systems\WLF-MAGI-005_LightMagic_v1.0.md
WLF-MAGI-006_HealingMagic_v1.0,5. Magic and Power Systems,Axiomatic Spine,ACTIVE,v1.0,,,"Healing Magic is a specialized discipline of Light Magic known as the **Empathetic Flame**. It focuses on biological and spiritual restoration, but at a personal cost. -   **Mechanism**: True healing requires the user to partially ""take on"" the burden of the wound. The healer feels a shadow of the pain they remove. -   **Techniques**: -   **Restoration Touch**: Channels White Flame to knit flesh and accelerate cellular regeneration. -   **Purifying Light**: Burns away minor traces of Nyx corruption, preventing the ""Stain"" from taking root.",5. Magic and Power Systems\WLF-MAGI-006_HealingMagic_v1.0.md
WLF-MAGI-007_DarkMagic_v1.0,5. Magic and Power Systems,Axiomatic Spine,ACTIVE,v1.0,,,"Dark Magic is not channeled; it is **leaked**. It is the primordial chaos of **Nyx** finding purchase in the cracks of a crumbling Inner Flame. -   **The Leak**: Negative emotions (Fear, Rage, Despair) fracture a person's spiritual shielding, allowing Nyx to seep in. -   **The Cost**: It is inherently parasitic. It empowers the user by consuming their vitality and soul, feeding the **Shadow Self**. The **Cult of Nyx** uses rituals to forcibly widen the cracks in reality and the soul. -   **Blood Rituals**: Sacrificing vitality (Minor: Self / Major: Human) to draw raw power from Nyx. Used to create **Ashen Abominations**.",5. Magic and Power Systems\WLF-MAGI-007_DarkMagic_v1.0.md
